CO(GT),PT08.S5(O3),NO2(GT),PT08.S4(NO2),C6H6(GT)
1.4,1348.0,153.0,905.0,5.0
1.4,1326.0,140.0,907.0,5.3
1.4,1285.0,138.0,893.0,4.2
1.1,1205.0,117.0,884.0,3.5
0.9,1220.0,-200.0,887.0,3.0
1.0,1448.0,119.0,947.0,4.1
1.0,1433.0,108.0,1001.0,4.0
1.2,1447.0,121.0,1063.0,5.1
1.4,1481.0,136.0,1120.0,6.7
3.0,1785.0,175.0,1422.0,15.6
4.2,1756.0,211.0,1406.0,17.1
2.1,1368.0,186.0,1069.0,8.8
2.0,1197.0,177.0,1155.0,6.9
1.6,1084.0,147.0,1127.0,5.4
1.4,1039.0,150.0,1088.0,4.9
1.6,961.0,148.0,1107.0,5.3
1.5,964.0,151.0,1115.0,5.4
1.7,941.0,151.0,1147.0,5.5
1.9,1111.0,165.0,1252.0,7.5
3.8,1459.0,197.0,1510.0,16.7
5.4,1519.0,228.0,1539.0,18.2
4.2,1412.0,196.0,1488.0,15.5
3.8,1336.0,192.0,1331.0,10.9
2.3,1285.0,161.0,1235.0,8.7
2.1,1240.0,156.0,1205.0,7.3
2.3,1282.0,158.0,1206.0,7.5
2.3,1189.0,154.0,1173.0,6.8
1.7,1117.0,138.0,1108.0,4.7
1.2,1024.0,-200.0,977.0,2.5
0.6,744.0,92.0,912.0,1.3
0.9,928.0,103.0,993.0,2.2
1.1,1006.0,117.0,1049.0,3.6
1.9,1173.0,139.0,1180.0,7.5
3.7,1568.0,167.0,1497.0,16.8
6.1,1913.0,205.0,1848.0,28.0
4.6,1643.0,216.0,1432.0,15.8
3.3,1605.0,192.0,1435.0,15.5
3.3,1668.0,188.0,1399.0,14.9
3.4,1710.0,189.0,1493.0,16.4
3.6,1632.0,192.0,1443.0,15.6
3.9,1545.0,194.0,1411.0,16.1
4.8,1557.0,217.0,1401.0,16.6
3.9,1529.0,178.0,1392.0,15.9
3.6,1430.0,183.0,1327.0,13.3
3.6,1509.0,189.0,1336.0,14.9
4.6,1615.0,225.0,1479.0,18.5
2.3,1242.0,175.0,1132.0,7.9
1.6,1065.0,153.0,1049.0,5.0
1.8,1180.0,156.0,1104.0,6.5
2.2,1158.0,172.0,1070.0,6.0
2.1,1216.0,164.0,1132.0,6.8
1.7,971.0,157.0,989.0,4.0
1.5,1076.0,-200.0,1003.0,4.4
-200.0,1011.0,136.0,974.0,4.0
1.1,813.0,110.0,948.0,3.5
1.1,1001.0,128.0,989.0,4.3
0.8,655.0,132.0,866.0,2.0
1.3,933.0,156.0,1034.0,6.1
2.3,1088.0,185.0,1112.0,8.7
1.1,562.0,121.0,866.0,3.1
1.1,586.0,117.0,955.0,5.2
1.5,617.0,133.0,929.0,5.3
1.6,705.0,136.0,998.0,6.7
2.2,814.0,162.0,1035.0,8.3
1.5,615.0,132.0,966.0,5.9
1.8,804.0,162.0,1015.0,7.3
2.0,861.0,159.0,1125.0,8.4
1.9,980.0,156.0,1176.0,7.7
2.5,1077.0,177.0,1205.0,9.1
2.6,1214.0,185.0,1284.0,10.9
3.2,1169.0,199.0,1255.0,10.2
2.2,1079.0,166.0,1197.0,7.8
1.9,1147.0,152.0,1171.0,7.0
2.4,1260.0,170.0,1220.0,9.2
1.8,929.0,160.0,998.0,4.6
0.9,465.0,100.0,826.0,2.1
0.8,398.0,-200.0,803.0,1.5
0.7,342.0,57.0,810.0,1.3
0.6,313.0,48.0,822.0,0.8
0.5,292.0,32.0,788.0,0.6
0.6,367.0,72.0,833.0,1.1
0.6,387.0,86.0,818.0,1.0
0.7,399.0,79.0,829.0,1.5
0.7,376.0,87.0,783.0,1.4
0.9,377.0,85.0,792.0,2.0
1.0,379.0,97.0,782.0,2.3
1.0,387.0,96.0,787.0,2.6
1.4,552.0,113.0,990.0,6.7
3.0,930.0,163.0,1210.0,13.3
1.5,554.0,146.0,850.0,4.0
1.7,723.0,167.0,916.0,5.3
2.3,875.0,162.0,1036.0,8.6
2.5,949.0,194.0,942.0,6.2
2.1,869.0,185.0,926.0,5.3
1.5,747.0,158.0,905.0,4.1
1.4,740.0,156.0,891.0,3.5
1.4,807.0,157.0,903.0,4.1
1.4,653.0,141.0,836.0,3.2
1.2,553.0,116.0,848.0,3.2
0.9,412.0,84.0,785.0,1.7
0.6,289.0,-200.0,708.0,0.7
0.4,262.0,34.0,730.0,0.5
0.4,288.0,45.0,755.0,0.6
0.5,310.0,59.0,753.0,0.8
0.7,418.0,99.0,827.0,1.7
1.5,769.0,165.0,941.0,5.2
1.9,881.0,168.0,978.0,6.6
1.6,816.0,169.0,910.0,5.5
1.4,684.0,162.0,811.0,4.4
1.3,627.0,155.0,799.0,4.4
1.3,523.0,136.0,779.0,4.3
1.2,502.0,124.0,788.0,4.5
1.3,604.0,158.0,805.0,4.5
1.4,682.0,167.0,819.0,4.8
1.7,846.0,176.0,888.0,6.3
2.5,1027.0,204.0,985.0,9.6
3.8,1315.0,209.0,1148.0,15.0
4.2,1363.0,224.0,1137.0,15.4
2.8,1236.0,211.0,982.0,8.9
1.5,1076.0,174.0,865.0,5.0
1.8,1200.0,181.0,924.0,6.5
1.5,1081.0,157.0,868.0,4.4
1.5,1174.0,154.0,918.0,5.3
1.2,1033.0,147.0,851.0,3.1
0.8,900.0,-200.0,815.0,1.9
-200.0,853.0,101.0,807.0,1.7
0.7,886.0,114.0,820.0,1.9
0.7,949.0,134.0,846.0,2.8
1.3,1037.0,144.0,931.0,5.5
3.4,1571.0,182.0,1360.0,18.3
5.5,1885.0,223.0,1599.0,26.3
4.1,1683.0,219.0,1265.0,16.3
3.0,1412.0,215.0,1091.0,12.3
1.9,1006.0,191.0,864.0,7.4
1.8,855.0,162.0,882.0,8.1
2.1,964.0,165.0,988.0,10.8
2.3,886.0,171.0,920.0,9.7
2.3,947.0,164.0,926.0,9.9
2.0,984.0,168.0,957.0,9.6
3.1,1450.0,204.0,1222.0,16.5
5.1,1837.0,242.0,1499.0,23.4
5.9,1899.0,246.0,1531.0,24.2
3.2,1629.0,215.0,1198.0,13.3
2.4,1490.0,206.0,1055.0,8.4
1.4,1319.0,167.0,954.0,5.4
1.4,1247.0,145.0,949.0,5.2
1.3,1144.0,133.0,927.0,4.6
1.0,1014.0,117.0,887.0,3.2
0.8,885.0,-200.0,873.0,2.2
0.8,875.0,90.0,893.0,2.5
0.9,971.0,112.0,909.0,2.8
0.9,1048.0,120.0,959.0,3.9
1.7,1223.0,141.0,1061.0,7.2
4.3,1756.0,190.0,1497.0,20.9
6.0,2014.0,215.0,1685.0,27.0
3.8,1855.0,215.0,1375.0,18.5
3.3,1795.0,235.0,1261.0,14.0
2.3,1575.0,194.0,1198.0,10.5
2.4,1461.0,159.0,1305.0,11.2
2.2,1314.0,123.0,1292.0,10.3
1.9,1147.0,121.0,1216.0,8.6
1.7,948.0,102.0,1189.0,7.6
1.9,1252.0,114.0,1271.0,10.2
3.8,1676.0,168.0,1520.0,17.8
5.3,2056.0,207.0,1747.0,25.3
5.9,2088.0,199.0,1724.0,24.4
5.5,1945.0,192.0,1606.0,20.0
2.0,1482.0,148.0,1181.0,7.3
1.8,1448.0,137.0,1161.0,6.6
1.6,1304.0,123.0,1130.0,5.7
1.3,1186.0,109.0,1070.0,4.5
1.1,1051.0,98.0,1067.0,4.1
1.1,1038.0,-200.0,1062.0,4.4
1.0,969.0,94.0,1034.0,3.3
0.8,951.0,95.0,1020.0,3.3
0.9,970.0,101.0,1020.0,3.5
1.3,1090.0,100.0,1143.0,6.4
4.1,1673.0,150.0,1606.0,20.1
3.9,1833.0,168.0,1620.0,21.2
3.5,1828.0,199.0,1372.0,13.7
2.7,1724.0,168.0,1308.0,11.7
2.3,1547.0,161.0,1258.0,10.6
2.3,1300.0,-200.0,1196.0,9.8
2.1,1000.0,145.0,1082.0,9.1
2.2,942.0,148.0,1016.0,9.2
1.8,745.0,131.0,901.0,5.9
1.9,941.0,137.0,1022.0,8.6
2.7,1232.0,163.0,1186.0,12.7
4.7,1527.0,219.0,1295.0,19.8
5.4,1746.0,245.0,1458.0,23.8
4.2,1741.0,229.0,1233.0,14.6
2.1,1433.0,184.0,985.0,7.6
1.4,1235.0,151.0,922.0,4.9
1.4,1173.0,133.0,949.0,5.2
1.4,1171.0,135.0,936.0,4.8
1.0,1024.0,111.0,887.0,3.2
0.8,928.0,90.0,864.0,2.4
-200.0,956.0,91.0,912.0,3.2
0.7,871.0,89.0,870.0,2.1
0.6,884.0,89.0,908.0,2.7
0.2,1010.0,117.0,957.0,4.5
1.5,1416.0,141.0,1279.0,13.8
3.5,1817.0,189.0,1581.0,22.7
3.0,1870.0,211.0,1399.0,19.3
3.0,-200.0,235.0,-200.0,-200.0
1.0,1305.0,162.0,1162.0,9.3
1.5,1205.0,172.0,1297.0,12.1
2.2,1339.0,182.0,1404.0,14.2
1.7,1161.0,180.0,1319.0,12.3
1.1,996.0,156.0,1252.0,10.2
1.3,906.0,168.0,1211.0,10.4
1.5,1161.0,181.0,1349.0,13.9
3.4,1695.0,226.0,1661.0,23.1
3.8,1705.0,231.0,1640.0,22.8
2.8,1379.0,222.0,1350.0,13.4
0.8,943.0,165.0,1146.0,6.8
0.5,1073.0,151.0,1156.0,6.0
1.0,1213.0,174.0,1157.0,5.7
0.4,898.0,145.0,1077.0,3.9
0.4,1094.0,147.0,1113.0,4.9
0.3,1064.0,134.0,1113.0,4.5
-200.0,655.0,85.0,1027.0,2.3
-200.0,470.0,55.0,1039.0,1.5
-200.0,443.0,65.0,1056.0,1.5
-200.0,547.0,84.0,1074.0,1.8
0.1,570.0,88.0,1137.0,3.3
0.2,782.0,109.0,1209.0,5.8
0.6,744.0,130.0,1184.0,6.2
0.7,791.0,137.0,1206.0,6.7
0.6,749.0,145.0,1177.0,5.6
0.3,615.0,128.0,1105.0,5.8
0.5,681.0,129.0,1167.0,7.0
0.2,515.0,105.0,1042.0,3.8
0.4,583.0,114.0,1115.0,5.5
0.7,728.0,146.0,1140.0,7.6
0.9,827.0,156.0,1208.0,8.3
0.8,844.0,152.0,1224.0,7.5
2.4,1310.0,201.0,1415.0,14.1
3.3,1353.0,221.0,1350.0,12.4
0.9,907.0,157.0,1130.0,5.8
0.1,646.0,114.0,1070.0,3.9
0.1,482.0,107.0,1044.0,2.8
0.1,526.0,113.0,1071.0,3.1
0.2,595.0,118.0,1069.0,3.3
-200.0,416.0,69.0,991.0,2.0
-200.0,398.0,63.0,1006.0,2.5
-200.0,394.0,61.0,1004.0,2.0
-200.0,312.0,42.0,908.0,0.9
-200.0,381.0,68.0,985.0,1.6
-200.0,509.0,120.0,1018.0,2.1
0.1,601.0,112.0,1060.0,3.0
0.3,962.0,148.0,1134.0,5.0
1.0,1231.0,160.0,1238.0,7.7
1.6,1396.0,164.0,1368.0,10.1
1.4,1297.0,159.0,1345.0,8.5
0.3,616.0,110.0,1103.0,2.8
0.1,509.0,82.0,1109.0,3.3
0.3,590.0,102.0,1158.0,5.0
0.5,718.0,119.0,1157.0,5.6
0.8,898.0,135.0,1234.0,7.1
3.2,1577.0,215.0,1520.0,16.7
2.8,1560.0,211.0,1397.0,12.5
1.0,1208.0,172.0,1204.0,6.6
0.9,1244.0,166.0,1245.0,8.3
0.9,1181.0,168.0,1217.0,7.1
0.4,828.0,134.0,1085.0,3.8
0.4,923.0,122.0,1178.0,5.2
0.3,1096.0,123.0,1187.0,5.3
0.1,1106.0,104.0,1122.0,3.8
-200.0,976.0,90.0,1084.0,2.8
0.8,937.0,85.0,1090.0,2.9
1.0,1049.0,103.0,1139.0,4.4
1.6,1180.0,127.0,1257.0,7.5
3.5,1514.0,163.0,1543.0,15.7
4.0,1771.0,155.0,1763.0,22.9
3.5,1395.0,170.0,1349.0,10.8
1.6,1024.0,141.0,1157.0,6.1
1.5,946.0,123.0,1182.0,7.0
1.5,864.0,124.0,1197.0,7.1
1.7,889.0,126.0,1249.0,8.1
1.6,903.0,128.0,1222.0,7.7
2.4,1121.0,158.0,1308.0,10.8
3.4,1319.0,177.0,1441.0,14.4
5.4,1829.0,225.0,1799.0,25.4
6.5,2000.0,234.0,1937.0,29.1
6.5,2001.0,227.0,1904.0,28.3
4.0,1598.0,192.0,1490.0,14.2
2.1,1383.0,158.0,1291.0,8.4
1.6,1238.0,149.0,1280.0,7.5
1.5,1023.0,140.0,1175.0,5.2
0.7,659.0,79.0,1054.0,2.2
0.7,657.0,69.0,1062.0,2.0
0.6,764.0,72.0,1063.0,1.8
0.5,667.0,58.0,1005.0,1.1
0.4,667.0,59.0,1002.0,1.2
0.6,856.0,88.0,1068.0,2.4
0.9,940.0,110.0,1102.0,3.8
2.6,1406.0,151.0,1459.0,14.0
3.3,1617.0,158.0,1655.0,18.9
4.0,1694.0,194.0,1514.0,15.6
3.1,1473.0,181.0,1401.0,13.2
2.2,1087.0,161.0,1297.0,10.3
2.1,945.0,143.0,1264.0,9.7
2.2,905.0,142.0,1234.0,10.0
1.9,903.0,146.0,1262.0,10.9
2.5,1041.0,166.0,1292.0,12.3
2.9,1194.0,172.0,1363.0,14.2
3.9,1533.0,196.0,1611.0,21.6
6.3,1932.0,243.0,1890.0,30.9
7.4,2140.0,248.0,2028.0,33.5
5.7,1871.0,233.0,1615.0,19.9
2.3,1435.0,174.0,1227.0,8.4
1.5,1303.0,149.0,1156.0,6.1
1.4,1199.0,134.0,1144.0,5.7
1.1,1069.0,123.0,1087.0,4.0
0.9,989.0,111.0,1054.0,2.9
0.7,899.0,93.0,1021.0,2.0
0.6,850.0,97.0,1026.0,1.7
0.6,828.0,86.0,1008.0,1.6
0.8,902.0,99.0,1060.0,3.3
1.0,902.0,99.0,1054.0,3.6
2.1,1222.0,129.0,1293.0,10.2
4.2,1784.0,161.0,1809.0,25.2
4.3,1761.0,202.0,1477.0,16.0
3.2,1634.0,200.0,1376.0,13.3
2.8,1527.0,194.0,1351.0,11.9
2.4,1192.0,173.0,1249.0,10.9
2.5,1023.0,169.0,1192.0,11.0
2.9,1251.0,188.0,1353.0,17.3
3.0,1082.0,211.0,1188.0,12.4
3.6,1348.0,210.0,1350.0,17.4
3.5,1365.0,193.0,1408.0,17.5
4.8,1827.0,227.0,1682.0,26.2
4.4,1879.0,223.0,1677.0,23.1
4.9,1915.0,229.0,1676.0,23.5
2.9,1705.0,194.0,1357.0,13.3
2.1,1610.0,171.0,1283.0,10.5
1.6,1300.0,147.0,1158.0,6.3
1.2,1093.0,111.0,1087.0,4.4
0.9,986.0,104.0,1056.0,3.3
0.7,846.0,90.0,1017.0,2.0
-200.0,822.0,81.0,1016.0,1.9
0.5,714.0,69.0,983.0,1.4
0.6,838.0,84.0,1020.0,2.3
1.3,1109.0,123.0,1178.0,5.9
3.8,1676.0,166.0,1647.0,18.9
5.6,1976.0,189.0,1808.0,26.1
4.4,1814.0,217.0,1490.0,16.2
3.0,1538.0,196.0,1296.0,10.8
2.2,1383.0,189.0,1273.0,11.1
2.0,1184.0,174.0,1255.0,10.2
2.2,1094.0,161.0,1312.0,11.9
2.1,986.0,158.0,1271.0,11.8
2.2,967.0,161.0,1277.0,10.9
1.9,831.0,147.0,1158.0,8.6
2.7,1182.0,165.0,1353.0,15.0
3.9,1523.0,214.0,1518.0,21.3
5.6,1780.0,228.0,1690.0,24.8
4.9,1682.0,240.0,1504.0,18.4
2.2,1390.0,188.0,1224.0,9.1
1.9,1390.0,173.0,1185.0,8.1
1.4,1201.0,150.0,1123.0,5.9
1.3,1107.0,134.0,1093.0,5.1
1.1,1050.0,132.0,1099.0,4.5
0.9,943.0,117.0,1048.0,3.2
0.9,903.0,103.0,1033.0,2.8
0.7,826.0,99.0,1002.0,2.0
0.8,878.0,106.0,1038.0,3.3
1.2,996.0,113.0,1110.0,5.4
2.9,1470.0,141.0,1467.0,14.5
5.4,1883.0,180.0,1822.0,26.5
4.3,1661.0,192.0,1542.0,17.6
3.1,1568.0,187.0,1405.0,14.9
2.4,1291.0,169.0,1262.0,10.3
2.3,1226.0,161.0,1336.0,12.0
2.3,841.0,160.0,1208.0,10.4
2.3,951.0,177.0,1323.0,12.9
3.4,1151.0,219.0,1343.0,15.1
3.7,1279.0,212.0,1366.0,15.8
4.1,1416.0,225.0,1495.0,20.1
5.6,1738.0,240.0,1702.0,25.6
5.3,1821.0,223.0,1743.0,24.0
4.9,1733.0,241.0,1562.0,18.3
2.0,1115.0,159.0,1255.0,7.2
1.9,1131.0,150.0,1274.0,6.8
2.2,1127.0,163.0,1245.0,6.8
1.9,1167.0,155.0,1253.0,6.4
1.1,809.0,119.0,1099.0,2.7
1.0,709.0,94.0,1109.0,2.9
0.9,575.0,80.0,1089.0,2.2
0.9,572.0,83.0,1098.0,2.5
0.7,546.0,79.0,1079.0,1.9
1.0,795.0,96.0,1159.0,3.6
2.0,1268.0,141.0,1439.0,10.1
2.7,1366.0,153.0,1452.0,10.9
2.5,1328.0,156.0,1403.0,9.9
2.4,1251.0,162.0,1378.0,9.7
2.2,1127.0,164.0,1327.0,8.9
2.1,1066.0,160.0,1308.0,8.5
1.8,867.0,140.0,1214.0,6.6
1.4,691.0,119.0,1169.0,5.4
2.1,917.0,153.0,1293.0,8.7
1.7,748.0,139.0,1191.0,5.8
1.9,968.0,156.0,1289.0,7.6
2.7,1420.0,183.0,1483.0,12.4
3.2,1530.0,185.0,1550.0,14.7
3.3,1341.0,200.0,1402.0,10.5
2.3,1160.0,163.0,1306.0,7.3
1.9,1261.0,154.0,1336.0,8.5
1.9,1132.0,151.0,1297.0,6.8
1.9,1042.0,149.0,1243.0,5.9
1.5,848.0,131.0,1192.0,4.3
1.1,666.0,94.0,1149.0,3.5
-200.0,548.0,66.0,1110.0,2.8
0.8,604.0,69.0,1101.0,2.4
0.6,520.0,57.0,1063.0,1.6
0.7,659.0,78.0,1120.0,2.7
0.7,611.0,84.0,1095.0,2.5
1.0,756.0,97.0,1178.0,3.9
1.5,988.0,123.0,1262.0,6.2
2.4,1058.0,166.0,1329.0,8.8
1.6,636.0,130.0,1135.0,4.3
1.2,522.0,109.0,1107.0,3.4
0.9,415.0,82.0,1033.0,2.2
0.9,445.0,73.0,1110.0,3.6
1.1,515.0,91.0,1112.0,4.1
1.4,678.0,109.0,1184.0,5.7
1.7,825.0,128.0,1227.0,6.6
2.9,1233.0,155.0,1428.0,12.7
4.0,1419.0,176.0,1518.0,14.8
4.0,1397.0,179.0,1436.0,12.3
1.9,975.0,124.0,1238.0,6.3
1.5,891.0,105.0,1217.0,5.3
1.5,945.0,99.0,1221.0,5.3
1.6,916.0,104.0,1217.0,4.7
1.1,770.0,95.0,1160.0,3.3
0.8,697.0,81.0,1153.0,2.7
0.7,611.0,68.0,1118.0,2.0
0.6,693.0,69.0,1110.0,1.6
0.7,750.0,73.0,1158.0,3.0
1.3,1053.0,113.0,1291.0,6.1
3.2,1561.0,141.0,1673.0,17.3
6.1,1920.0,174.0,2147.0,31.0
4.3,1583.0,178.0,1576.0,15.4
2.6,1274.0,163.0,1428.0,10.9
2.0,1083.0,143.0,1347.0,8.4
1.8,924.0,127.0,1320.0,7.1
2.1,1002.0,131.0,1424.0,10.0
2.1,905.0,135.0,1332.0,8.2
2.0,923.0,131.0,1362.0,9.2
2.6,1123.0,153.0,1446.0,12.4
4.5,1602.0,198.0,1831.0,23.3
6.4,1878.0,232.0,1999.0,29.7
6.0,1840.0,224.0,1855.0,25.7
3.8,1474.0,183.0,1537.0,14.3
2.1,1244.0,144.0,1331.0,8.2
1.2,937.0,117.0,1185.0,4.9
1.3,891.0,106.0,1221.0,5.9
1.5,1044.0,121.0,1211.0,5.7
0.9,792.0,87.0,1107.0,2.9
0.7,670.0,62.0,1060.0,1.8
0.5,689.0,70.0,1046.0,1.2
0.6,717.0,66.0,1064.0,1.6
0.7,813.0,88.0,1095.0,2.5
0.9,891.0,93.0,1130.0,3.8
2.2,1323.0,116.0,1488.0,13.5
4.7,1817.0,151.0,1945.0,27.8
4.5,1723.0,169.0,1640.0,18.8
3.1,1656.0,166.0,1566.0,15.7
2.8,1539.0,160.0,1564.0,15.6
2.4,1294.0,145.0,1434.0,12.3
2.5,1229.0,131.0,1446.0,12.4
2.0,951.0,130.0,1294.0,9.1
1.7,819.0,122.0,1236.0,8.6
1.7,801.0,113.0,1233.0,8.4
3.3,1492.0,156.0,1655.0,20.9
4.5,1692.0,198.0,1698.0,21.9
5.8,1654.0,175.0,1674.0,20.4
4.3,1287.0,141.0,1384.0,11.0
3.0,938.0,101.0,1289.0,6.8
2.8,973.0,102.0,1283.0,6.3
2.7,1087.0,119.0,1285.0,6.2
2.4,796.0,110.0,1190.0,3.5
2.2,830.0,87.0,1184.0,3.3
2.0,703.0,66.0,1158.0,2.5
-200.0,762.0,65.0,1160.0,2.3
0.5,705.0,63.0,1143.0,1.8
0.7,867.0,71.0,1223.0,3.6
1.2,1122.0,103.0,1316.0,6.1
3.9,1771.0,144.0,1895.0,22.3
4.9,1874.0,158.0,1975.0,27.0
4.6,1812.0,169.0,1726.0,19.5
3.4,1726.0,184.0,1513.0,15.8
2.0,1184.0,143.0,1285.0,10.3
1.9,1131.0,133.0,1315.0,11.0
2.4,1149.0,141.0,1291.0,11.9
2.4,1185.0,153.0,1268.0,11.7
2.2,1244.0,149.0,1311.0,12.0
2.5,1380.0,159.0,1299.0,12.3
3.9,1727.0,181.0,1636.0,23.2
6.2,2021.0,227.0,1909.0,32.6
7.2,2159.0,230.0,1906.0,32.0
3.9,1844.0,194.0,1500.0,18.8
2.4,1593.0,172.0,1332.0,12.1
2.3,1651.0,158.0,1380.0,13.0
1.9,1482.0,144.0,1277.0,9.9
1.7,1384.0,133.0,1256.0,8.1
0.9,1101.0,109.0,1099.0,3.8
0.7,999.0,94.0,1082.0,3.1
0.5,895.0,73.0,1043.0,2.0
0.4,904.0,76.0,1045.0,2.2
0.4,851.0,74.0,1043.0,2.3
0.7,1052.0,73.0,1128.0,4.9
3.1,1609.0,107.0,1653.0,19.8
3.4,1614.0,115.0,1523.0,15.0
3.5,1774.0,132.0,1572.0,18.1
3.2,1802.0,155.0,1476.0,15.3
3.2,1741.0,140.0,1687.0,17.8
3.3,1830.0,147.0,1677.0,17.3
3.0,1696.0,161.0,1525.0,14.1
2.0,1257.0,123.0,1387.0,10.3
2.3,1305.0,142.0,1401.0,11.0
2.2,1183.0,143.0,1383.0,10.3
2.7,1347.0,153.0,1500.0,14.6
5.9,1947.0,200.0,2021.0,30.8
7.5,2129.0,232.0,2143.0,35.5
5.0,1948.0,201.0,1818.0,24.2
4.0,1804.0,175.0,1648.0,17.8
2.7,1572.0,159.0,1462.0,11.9
2.0,1426.0,135.0,1428.0,9.3
1.5,1170.0,128.0,1344.0,6.3
1.0,1000.0,109.0,1263.0,4.0
1.0,949.0,101.0,1279.0,4.1
0.9,905.0,96.0,1300.0,4.1
0.8,845.0,87.0,1255.0,3.3
0.6,692.0,81.0,1190.0,2.5
1.0,926.0,100.0,1321.0,5.4
3.2,1470.0,146.0,1750.0,17.4
4.3,1660.0,158.0,1941.0,22.9
2.7,1360.0,136.0,1494.0,11.1
1.6,1215.0,117.0,1420.0,9.5
1.4,1391.0,140.0,1578.0,13.6
2.3,1521.0,169.0,1686.0,17.0
2.1,1483.0,163.0,1647.0,15.8
1.4,1380.0,144.0,1601.0,14.3
3.4,1450.0,153.0,1706.0,17.5
3.8,1519.0,164.0,1702.0,17.8
4.9,1684.0,174.0,1908.0,24.3
5.7,1812.0,196.0,2008.0,27.2
5.5,1710.0,189.0,1891.0,23.7
3.9,1591.0,155.0,1685.0,16.7
3.1,1521.0,137.0,1596.0,14.0
2.0,1353.0,117.0,1458.0,10.1
2.5,1463.0,128.0,1534.0,12.1
2.2,1447.0,124.0,1488.0,10.5
1.5,1294.0,108.0,1361.0,7.2
1.2,1172.0,89.0,1360.0,6.4
-200.0,1122.0,92.0,1336.0,6.0
0.8,1103.0,84.0,1309.0,5.3
0.1,1113.0,83.0,1293.0,4.9
1.1,1109.0,80.0,1325.0,5.7
1.7,1229.0,93.0,1458.0,9.0
2.1,1404.0,106.0,1522.0,10.9
2.3,1450.0,115.0,1490.0,10.6
2.1,1393.0,124.0,1443.0,9.3
1.9,1227.0,113.0,1406.0,8.3
1.7,1040.0,104.0,1361.0,6.6
1.3,820.0,85.0,1264.0,5.1
1.3,1011.0,94.0,1374.0,7.9
1.6,1042.0,99.0,1382.0,7.7
2.2,1136.0,112.0,1463.0,10.7
2.3,1101.0,122.0,1456.0,10.5
2.2,1108.0,119.0,1486.0,10.9
2.0,1078.0,119.0,1387.0,8.4
2.3,1210.0,127.0,1449.0,10.0
2.2,1270.0,126.0,1465.0,10.3
1.6,1119.0,111.0,1362.0,7.2
1.6,1133.0,102.0,1338.0,6.4
1.3,1010.0,93.0,1275.0,4.3
1.0,894.0,78.0,1241.0,3.3
1.0,930.0,74.0,1267.0,3.9
1.0,861.0,68.0,1260.0,3.4
0.8,841.0,68.0,1212.0,2.3
0.7,851.0,61.0,1211.0,2.3
1.1,960.0,76.0,1297.0,4.2
1.1,926.0,78.0,1289.0,3.6
1.1,901.0,79.0,1344.0,4.4
1.4,915.0,90.0,1369.0,4.6
1.3,956.0,89.0,1335.0,4.5
1.5,1019.0,97.0,1338.0,5.0
1.3,842.0,91.0,1286.0,3.8
0.8,612.0,62.0,1238.0,2.5
0.9,544.0,66.0,1240.0,2.7
1.4,638.0,104.0,1256.0,3.5
1.8,793.0,126.0,1341.0,4.9
1.6,811.0,122.0,1324.0,4.4
1.8,896.0,121.0,1367.0,5.7
2.1,978.0,126.0,1393.0,6.3
1.9,964.0,115.0,1376.0,6.0
1.7,993.0,116.0,1368.0,6.0
1.9,966.0,120.0,1356.0,5.6
1.6,885.0,111.0,1309.0,4.3
1.2,775.0,101.0,1256.0,3.0
1.0,738.0,92.0,1247.0,2.8
1.0,711.0,78.0,1235.0,2.7
0.8,624.0,63.0,1212.0,2.0
0.6,585.0,63.0,1195.0,1.9
0.6,646.0,63.0,1201.0,1.9
1.0,809.0,84.0,1260.0,3.1
1.0,828.0,89.0,1257.0,3.4
1.3,894.0,101.0,1308.0,4.9
1.5,915.0,115.0,1331.0,5.2
1.6,920.0,111.0,1305.0,5.5
1.4,807.0,96.0,1266.0,4.2
1.4,678.0,87.0,1223.0,3.3
1.2,668.0,81.0,1289.0,4.8
1.3,617.0,85.0,1216.0,4.2
1.4,598.0,98.0,1203.0,3.7
1.6,778.0,109.0,1294.0,6.2
2.8,1062.0,150.0,1399.0,9.7
3.7,1224.0,175.0,1432.0,12.4
2.9,1118.0,157.0,1369.0,9.4
1.8,964.0,130.0,1310.0,7.1
1.6,1050.0,120.0,1310.0,6.1
1.7,1016.0,114.0,1311.0,6.0
1.5,998.0,100.0,1269.0,5.0
1.0,846.0,83.0,1181.0,2.9
0.8,762.0,72.0,1148.0,2.2
0.5,592.0,51.0,1087.0,1.0
-200.0,617.0,46.0,1102.0,1.3
0.5,672.0,58.0,1143.0,1.9
1.0,890.0,86.0,1245.0,4.7
3.0,1354.0,122.0,1632.0,16.0
5.1,1648.0,140.0,2005.0,26.3
4.3,1566.0,146.0,1709.0,18.8
3.3,1541.0,152.0,1573.0,14.4
2.4,1226.0,147.0,1425.0,10.0
2.4,1126.0,134.0,1525.0,12.1
2.5,1147.0,136.0,1519.0,11.7
2.3,1190.0,142.0,1516.0,12.0
2.7,1212.0,153.0,1550.0,12.3
2.7,1251.0,153.0,1504.0,12.3
3.3,1404.0,155.0,1671.0,16.7
3.9,1419.0,181.0,1598.0,15.3
2.6,1328.0,151.0,1541.0,13.4
3.2,1378.0,159.0,1545.0,13.5
2.3,1159.0,151.0,1376.0,9.0
1.4,932.0,127.0,1218.0,4.8
1.1,942.0,107.0,1237.0,5.0
1.2,944.0,101.0,1224.0,4.9
